Filepath,Label
..\Fruits_Vegetables\train\potato\Image_58.jpg,potato
..\Fruits_Vegetables\train\onion\Image_14.jpg,onion
..\Fruits_Vegetables\train\peas\Image_56.jpg,peas
..\Fruits_Vegetables\train\pear\Image_40.jpg,pear
..\Fruits_Vegetables\train\chilli pepper\Image_22.jpg,chilli pepper
..\Fruits_Vegetables\train\cucumber\Image_23.jpg,cucumber
..\Fruits_Vegetables\train\paprika\Image_64.jpg,paprika
..\Fruits_Vegetables\train\pomegranate\Image_65.jpg,pomegranate
..\Fruits_Vegetables\train\pear\Image_35.jpg,pear
..\Fruits_Vegetables\train\sweetcorn\Image_3.jpg,sweetcorn
..\Fruits_Vegetables\train\cabbage\Image_52.jpg,cabbage
..\Fruits_Vegetables\train\bell pepper\Image_55.jpg,bell pepper
..\Fruits_Vegetables\train\chilli pepper\Image_71.jpg,chilli pepper
..\Fruits_Vegetables\train\sweetpotato\Image_21.jpg,sweetpotato
..\Fruits_Vegetables\train\apple\Image_18.jpg,apple
..\Fruits_Vegetables\train\cauliflower\Image_25.JPG,cauliflower
..\Fruits_Vegetables\train\turnip\Image_84.jpg,turnip
..\Fruits_Vegetables\train\bell pepper\Image_51.jpg,bell pepper
..\Fruits_Vegetables\train\orange\Image_38.jpg,orange
..\Fruits_Vegetables\train\bell pepper\Image_10.jpg,bell pepper
..\Fruits_Vegetables\train\cucumber\Image_22.jpg,cucumber
..\Fruits_Vegetables\train\paprika\Image_6.jpg,paprika
..\Fruits_Vegetables\train\chilli pepper\Image_49.jpg,chilli pepper
..\Fruits_Vegetables\train\cauliflower\Image_70.jpg,cauliflower
..\Fruits_Vegetables\train\sweetcorn\Image_61.jpg,sweetcorn
..\Fruits_Vegetables\train\lettuce\Image_47.jpg,lettuce
..\Fruits_Vegetables\train\watermelon\Image_36.jpg,watermelon
..\Fruits_Vegetables\train\spinach\Image_5.jpg,spinach
..\Fruits_Vegetables\train\bell pepper\Image_65.jpg,bell pepper
..\Fruits_Vegetables\train\pear\Image_43.jpg,pear
..\Fruits_Vegetables\train\soy beans\Image_77.jpg,soy beans
..\Fruits_Vegetables\train\pomegranate\Image_15.jpg,pomegranate
..\Fruits_Vegetables\train\peas\Image_87.jpg,peas
..\Fruits_Vegetables\train\lemon\Image_18.jpg,lemon
..\Fruits_Vegetables\train\eggplant\Image_44.jpg,eggplant
..\Fruits_Vegetables\train\onion\Image_48.jpg,onion
..\Fruits_Vegetables\train\orange\Image_79.jpg,orange
..\Fruits_Vegetables\train\lettuce\Image_10.jpg,lettuce
..\Fruits_Vegetables\train\soy beans\Image_38.jpg,soy beans
..\Fruits_Vegetables\train\capsicum\Image_79.JPG,capsicum
..\Fruits_Vegetables\train\mango\Image_77.jpg,mango
..\Fruits_Vegetables\train\sweetpotato\Image_60.jpg,sweetpotato
..\Fruits_Vegetables\train\kiwi\Image_31.jpg,kiwi
..\Fruits_Vegetables\train\lettuce\Image_22.jpg,lettuce
..\Fruits_Vegetables\train\cauliflower\Image_75.jpg,cauliflower
..\Fruits_Vegetables\train\chilli pepper\Image_10.jpg,chilli pepper
..\Fruits_Vegetables\train\carrot\Image_67.jpg,carrot
..\Fruits_Vegetables\train\carrot\Image_78.jpg,carrot
..\Fruits_Vegetables\train\orange\Image_16.jpg,orange
..\Fruits_Vegetables\train\pineapple\Image_1.jpg,pineapple
..\Fruits_Vegetables\train\eggplant\Image_59.jpg,eggplant
..\Fruits_Vegetables\train\potato\Image_53.jpg,potato
..\Fruits_Vegetables\train\jalepeno\Image_100.jpg,jalepeno
..\Fruits_Vegetables\train\carrot\Image_100.jpg,carrot
..\Fruits_Vegetables\train\spinach\Image_7.jpg,spinach
..\Fruits_Vegetables\train\raddish\Image_60.jpg,raddish
..\Fruits_Vegetables\train\ginger\Image_43.jpg,ginger
..\Fruits_Vegetables\train\garlic\Image_88.jpg,garlic
..\Fruits_Vegetables\train\watermelon\Image_28.jpg,watermelon
..\Fruits_Vegetables\train\raddish\Image_28.jpg,raddish
..\Fruits_Vegetables\train\sweetpotato\Image_55.jpg,sweetpotato
..\Fruits_Vegetables\train\onion\Image_96.jpg,onion
..\Fruits_Vegetables\train\lettuce\Image_53.jpg,lettuce
..\Fruits_Vegetables\train\lemon\Image_90.jpg,lemon
..\Fruits_Vegetables\train\soy beans\Image_69.jpg,soy beans
..\Fruits_Vegetables\train\sweetcorn\Image_95.jpg,sweetcorn
..\Fruits_Vegetables\train\carrot\Image_99.jpg,carrot
..\Fruits_Vegetables\train\cauliflower\Image_2.jpg,cauliflower
..\Fruits_Vegetables\train\kiwi\Image_50.jpg,kiwi
..\Fruits_Vegetables\train\tomato\Image_10.jpg,tomato
..\Fruits_Vegetables\train\banana\Image_67.jpg,banana
..\Fruits_Vegetables\train\spinach\Image_40.jpg,spinach
..\Fruits_Vegetables\train\pineapple\Image_43.jpg,pineapple
..\Fruits_Vegetables\train\sweetpotato\Image_13.jpg,sweetpotato
..\Fruits_Vegetables\train\cabbage\Image_90.jpg,cabbage
..\Fruits_Vegetables\train\beetroot\Image_6.jpg,beetroot
..\Fruits_Vegetables\train\cucumber\Image_19.jpg,cucumber
..\Fruits_Vegetables\train\banana\Image_54.jpg,banana
..\Fruits_Vegetables\train\kiwi\Image_41.jpg,kiwi
..\Fruits_Vegetables\train\pomegranate\Image_26.jpg,pomegranate
..\Fruits_Vegetables\train\paprika\Image_31.jpg,paprika
..\Fruits_Vegetables\train\potato\Image_45.jpg,potato
..\Fruits_Vegetables\train\sweetpotato\Image_50.jpg,sweetpotato
..\Fruits_Vegetables\train\pear\Image_36.jpg,pear
..\Fruits_Vegetables\train\pear\Image_98.jpg,pear
..\Fruits_Vegetables\train\garlic\Image_61.jpg,garlic
..\Fruits_Vegetables\train\bell pepper\Image_23.jpg,bell pepper
..\Fruits_Vegetables\train\beetroot\Image_32.jpg,beetroot
..\Fruits_Vegetables\train\sweetcorn\Image_87.jpg,sweetcorn
..\Fruits_Vegetables\train\carrot\Image_20.jpg,carrot
..\Fruits_Vegetables\train\turnip\Image_30.jpg,turnip
..\Fruits_Vegetables\train\carrot\Image_70.jpg,carrot
..\Fruits_Vegetables\train\paprika\Image_58.jpg,paprika
..\Fruits_Vegetables\train\capsicum\Image_40.jpg,capsicum
..\Fruits_Vegetables\train\cauliflower\Image_22.jpg,cauliflower
..\Fruits_Vegetables\train\orange\Image_100.jpg,orange
..\Fruits_Vegetables\train\kiwi\Image_68.jpg,kiwi
..\Fruits_Vegetables\train\spinach\Image_97.jpg,spinach
..\Fruits_Vegetables\train\apple\Image_64.jpg,apple
..\Fruits_Vegetables\train\bell pepper\Image_11.jpg,bell pepper
..\Fruits_Vegetables\train\turnip\Image_48.jpg,turnip
..\Fruits_Vegetables\train\eggplant\Image_98.jpg,eggplant
..\Fruits_Vegetables\train\cabbage\Image_5.jpg,cabbage
..\Fruits_Vegetables\train\orange\Image_72.jpg,orange
..\Fruits_Vegetables\train\orange\Image_6.jpg,orange
..\Fruits_Vegetables\train\tomato\Image_58.jpg,tomato
..\Fruits_Vegetables\train\grapes\Image_59.jpg,grapes
..\Fruits_Vegetables\train\grapes\Image_94.jpg,grapes
..\Fruits_Vegetables\train\corn\Image_1.jpg,corn
..\Fruits_Vegetables\train\paprika\Image_2.jpg,paprika
..\Fruits_Vegetables\train\cucumber\Image_75.jpg,cucumber
..\Fruits_Vegetables\train\capsicum\Image_65.jpg,capsicum
..\Fruits_Vegetables\train\turnip\Image_40.jpg,turnip
..\Fruits_Vegetables\train\lettuce\Image_65.jpg,lettuce
..\Fruits_Vegetables\train\soy beans\Image_63.jpg,soy beans
..\Fruits_Vegetables\train\tomato\Image_100.jpg,tomato
..\Fruits_Vegetables\train\bell pepper\Image_54.jpg,bell pepper
..\Fruits_Vegetables\train\mango\Image_33.jpg,mango
..\Fruits_Vegetables\train\kiwi\Image_75.jpg,kiwi
..\Fruits_Vegetables\train\pear\Image_42.jpg,pear
..\Fruits_Vegetables\train\lettuce\Image_50.jpg,lettuce
..\Fruits_Vegetables\train\chilli pepper\Image_16.JPG,chilli pepper
..\Fruits_Vegetables\train\potato\Image_4.jpg,potato
..\Fruits_Vegetables\train\ginger\Image_2.jpg,ginger
..\Fruits_Vegetables\train\carrot\Image_50.jpg,carrot
..\Fruits_Vegetables\train\spinach\Image_44.jpg,spinach
..\Fruits_Vegetables\train\grapes\Image_35.jpg,grapes
..\Fruits_Vegetables\train\sweetcorn\Image_46.jpg,sweetcorn
..\Fruits_Vegetables\train\turnip\Image_54.jpg,turnip
..\Fruits_Vegetables\train\eggplant\Image_37.jpg,eggplant
..\Fruits_Vegetables\train\capsicum\Image_85.jpg,capsicum
..\Fruits_Vegetables\train\pineapple\Image_98.jpg,pineapple
..\Fruits_Vegetables\train\beetroot\Image_93.jpg,beetroot
..\Fruits_Vegetables\train\cabbage\Image_59.jpg,cabbage
..\Fruits_Vegetables\train\onion\Image_36.jpg,onion
..\Fruits_Vegetables\train\capsicum\Image_11.JPG,capsicum
..\Fruits_Vegetables\train\jalepeno\Image_9.jpg,jalepeno
..\Fruits_Vegetables\train\mango\Image_59.jpg,mango
..\Fruits_Vegetables\train\turnip\Image_4.jpg,turnip
..\Fruits_Vegetables\train\jalepeno\Image_45.jpg,jalepeno
..\Fruits_Vegetables\train\pear\Image_94.jpg,pear
..\Fruits_Vegetables\train\soy beans\Image_68.jpg,soy beans
..\Fruits_Vegetables\train\soy beans\Image_60.jpg,soy beans
..\Fruits_Vegetables\train\beetroot\Image_72.jpg,beetroot
..\Fruits_Vegetables\train\grapes\Image_42.jpg,grapes
..\Fruits_Vegetables\train\potato\Image_81.jpg,potato
..\Fruits_Vegetables\train\pineapple\Image_36.jpg,pineapple
..\Fruits_Vegetables\train\apple\Image_2.jpg,apple
..\Fruits_Vegetables\train\cauliflower\Image_10.jpg,cauliflower
..\Fruits_Vegetables\train\tomato\Image_21.jpg,tomato
..\Fruits_Vegetables\train\pomegranate\Image_22.jpg,pomegranate
..\Fruits_Vegetables\train\kiwi\Image_100.jpg,kiwi
..\Fruits_Vegetables\train\garlic\Image_64.jpg,garlic
..\Fruits_Vegetables\train\cabbage\Image_94.jpg,cabbage
..\Fruits_Vegetables\train\beetroot\Image_44.jpg,beetroot
..\Fruits_Vegetables\train\pomegranate\Image_100.jpg,pomegranate
..\Fruits_Vegetables\train\carrot\Image_51.jpg,carrot
..\Fruits_Vegetables\train\apple\Image_44.jpg,apple
..\Fruits_Vegetables\train\mango\Image_9.jpg,mango
..\Fruits_Vegetables\train\beetroot\Image_89.jpg,beetroot
..\Fruits_Vegetables\train\garlic\Image_53.jpg,garlic
..\Fruits_Vegetables\train\chilli pepper\Image_33.jpg,chilli pepper
..\Fruits_Vegetables\train\bell pepper\Image_94.jpg,bell pepper
..\Fruits_Vegetables\train\lemon\Image_47.jpg,lemon
..\Fruits_Vegetables\train\cabbage\Image_70.jpg,cabbage
..\Fruits_Vegetables\train\pear\Image_72.jpg,pear
..\Fruits_Vegetables\train\mango\Image_2.jpg,mango
..\Fruits_Vegetables\train\spinach\Image_81.jpg,spinach
..\Fruits_Vegetables\train\pomegranate\Image_64.jpg,pomegranate
..\Fruits_Vegetables\train\sweetcorn\Image_16.JPG,sweetcorn
..\Fruits_Vegetables\train\potato\Image_89.jpg,potato
..\Fruits_Vegetables\train\eggplant\Image_89.jpg,eggplant
..\Fruits_Vegetables\train\mango\Image_98.jpg,mango
..\Fruits_Vegetables\train\grapes\Image_92.jpg,grapes
..\Fruits_Vegetables\train\mango\Image_61.jpg,mango
..\Fruits_Vegetables\train\grapes\Image_37.jpg,grapes
..\Fruits_Vegetables\train\grapes\Image_82.JPG,grapes
..\Fruits_Vegetables\train\lemon\Image_51.jpg,lemon
..\Fruits_Vegetables\train\bell pepper\Image_15.jpg,bell pepper
..\Fruits_Vegetables\train\carrot\Image_64.jpg,carrot
..\Fruits_Vegetables\train\chilli pepper\Image_21.jpg,chilli pepper
..\Fruits_Vegetables\train\beetroot\Image_7.jpg,beetroot
..\Fruits_Vegetables\train\mango\Image_92.jpg,mango
..\Fruits_Vegetables\train\corn\Image_92.jpg,corn
..\Fruits_Vegetables\train\pomegranate\Image_70.jpg,pomegranate
..\Fruits_Vegetables\train\bell pepper\Image_7.jpg,bell pepper
..\Fruits_Vegetables\train\eggplant\Image_80.jpg,eggplant
..\Fruits_Vegetables\train\capsicum\Image_70.jpg,capsicum
..\Fruits_Vegetables\train\peas\Image_61.jpg,peas
..\Fruits_Vegetables\train\tomato\Image_55.jpg,tomato
..\Fruits_Vegetables\train\paprika\Image_21.jpg,paprika
..\Fruits_Vegetables\train\lettuce\Image_16.jpg,lettuce
..\Fruits_Vegetables\train\potato\Image_52.jpg,potato
..\Fruits_Vegetables\train\banana\Image_6.jpg,banana
..\Fruits_Vegetables\train\eggplant\Image_74.jpg,eggplant
..\Fruits_Vegetables\train\kiwi\Image_40.jpg,kiwi
..\Fruits_Vegetables\train\carrot\Image_54.jpg,carrot
..\Fruits_Vegetables\train\carrot\Image_26.jpg,carrot
..\Fruits_Vegetables\train\watermelon\Image_85.jpg,watermelon
..\Fruits_Vegetables\train\lettuce\Image_66.jpg,lettuce
..\Fruits_Vegetables\train\capsicum\Image_27.jpg,capsicum
..\Fruits_Vegetables\train\eggplant\Image_72.jpg,eggplant
..\Fruits_Vegetables\train\peas\Image_43.jpg,peas
..\Fruits_Vegetables\train\cucumber\Image_16.jpg,cucumber
..\Fruits_Vegetables\train\onion\Image_47.jpg,onion
..\Fruits_Vegetables\train\eggplant\Image_79.jpg,eggplant
..\Fruits_Vegetables\train\mango\Image_46.jpg,mango
..\Fruits_Vegetables\train\sweetcorn\Image_90.jpg,sweetcorn
..\Fruits_Vegetables\train\pineapple\Image_16.jpg,pineapple
..\Fruits_Vegetables\train\raddish\Image_70.jpg,raddish
..\Fruits_Vegetables\train\spinach\Image_58.jpg,spinach
..\Fruits_Vegetables\train\jalepeno\Image_16.jpg,jalepeno
..\Fruits_Vegetables\train\grapes\Image_86.jpg,grapes
..\Fruits_Vegetables\train\corn\Image_18.jpg,corn
..\Fruits_Vegetables\train\grapes\Image_69.jpg,grapes
..\Fruits_Vegetables\train\watermelon\Image_99.jpg,watermelon
..\Fruits_Vegetables\train\pineapple\Image_50.jpg,pineapple
..\Fruits_Vegetables\train\tomato\Image_73.jpg,tomato
..\Fruits_Vegetables\train\apple\Image_1.jpg,apple
..\Fruits_Vegetables\train\garlic\Image_18.jpg,garlic
..\Fruits_Vegetables\train\corn\Image_6.jpg,corn
..\Fruits_Vegetables\train\cucumber\Image_21.jpg,cucumber
..\Fruits_Vegetables\train\corn\Image_51.jpg,corn
..\Fruits_Vegetables\train\mango\Image_27.jpg,mango
..\Fruits_Vegetables\train\lettuce\Image_95.jpg,lettuce
..\Fruits_Vegetables\train\kiwi\Image_30.jpg,kiwi
..\Fruits_Vegetables\train\grapes\Image_73.jpg,grapes
..\Fruits_Vegetables\train\turnip\Image_52.jpg,turnip
..\Fruits_Vegetables\train\cucumber\Image_27.jpg,cucumber
..\Fruits_Vegetables\train\pomegranate\Image_60.jpg,pomegranate
..\Fruits_Vegetables\train\soy beans\Image_66.jpg,soy beans
..\Fruits_Vegetables\train\cucumber\Image_71.jpg,cucumber
..\Fruits_Vegetables\train\sweetcorn\Image_33.jpg,sweetcorn
..\Fruits_Vegetables\train\soy beans\Image_7.jpg,soy beans
..\Fruits_Vegetables\train\chilli pepper\Image_43.jpg,chilli pepper
..\Fruits_Vegetables\train\kiwi\Image_76.jpg,kiwi
..\Fruits_Vegetables\train\ginger\Image_73.jpg,ginger
..\Fruits_Vegetables\train\apple\Image_41.jpg,apple
..\Fruits_Vegetables\train\grapes\Image_43.jpg,grapes
..\Fruits_Vegetables\train\ginger\Image_5.jpg,ginger
..\Fruits_Vegetables\train\apple\Image_78.jpg,apple
..\Fruits_Vegetables\train\tomato\Image_69.jpg,tomato
..\Fruits_Vegetables\train\soy beans\Image_41.jpg,soy beans
..\Fruits_Vegetables\train\raddish\Image_52.jpg,raddish
..\Fruits_Vegetables\train\raddish\Image_12.jpg,raddish
..\Fruits_Vegetables\train\pineapple\Image_5.jpg,pineapple
..\Fruits_Vegetables\train\pineapple\Image_42.jpg,pineapple
..\Fruits_Vegetables\train\grapes\Image_89.jpg,grapes
..\Fruits_Vegetables\train\banana\Image_93.jpg,banana
..\Fruits_Vegetables\train\pineapple\Image_8.jpg,pineapple
..\Fruits_Vegetables\train\paprika\Image_28.jpg,paprika
..\Fruits_Vegetables\train\pomegranate\Image_16.jpg,pomegranate
..\Fruits_Vegetables\train\mango\Image_75.jpg,mango
..\Fruits_Vegetables\train\ginger\Image_3.jpg,ginger
..\Fruits_Vegetables\train\cucumber\Image_6.jpg,cucumber
..\Fruits_Vegetables\train\potato\Image_68.jpg,potato
..\Fruits_Vegetables\train\cucumber\Image_13.JPG,cucumber
..\Fruits_Vegetables\train\sweetcorn\Image_6.jpg,sweetcorn
..\Fruits_Vegetables\train\paprika\Image_29.jpg,paprika
..\Fruits_Vegetables\train\mango\Image_35.jpg,mango
..\Fruits_Vegetables\train\peas\Image_25.jpg,peas
..\Fruits_Vegetables\train\kiwi\Image_23.jpg,kiwi
..\Fruits_Vegetables\train\peas\Image_70.jpg,peas
..\Fruits_Vegetables\train\lettuce\Image_39.jpg,lettuce
..\Fruits_Vegetables\train\cucumber\Image_84.jpg,cucumber
..\Fruits_Vegetables\train\potato\Image_15.jpg,potato
..\Fruits_Vegetables\train\onion\Image_15.jpg,onion
..\Fruits_Vegetables\train\soy beans\Image_48.jpg,soy beans
..\Fruits_Vegetables\train\cauliflower\Image_19.jpg,cauliflower
..\Fruits_Vegetables\train\kiwi\Image_35.jpg,kiwi
..\Fruits_Vegetables\train\cucumber\Image_86.jpg,cucumber
..\Fruits_Vegetables\train\sweetcorn\Image_34.jpg,sweetcorn
..\Fruits_Vegetables\train\sweetcorn\Image_5.jpg,sweetcorn
..\Fruits_Vegetables\train\onion\Image_92.jpg,onion
..\Fruits_Vegetables\train\cucumber\Image_12.jpg,cucumber
..\Fruits_Vegetables\train\garlic\Image_21.jpg,garlic
..\Fruits_Vegetables\train\orange\Image_99.jpg,orange
..\Fruits_Vegetables\train\lettuce\Image_17.jpg,lettuce
..\Fruits_Vegetables\train\apple\Image_28.jpg,apple
..\Fruits_Vegetables\train\jalepeno\Image_99.jpg,jalepeno
..\Fruits_Vegetables\train\raddish\Image_85.jpg,raddish
..\Fruits_Vegetables\train\chilli pepper\Image_50.jpg,chilli pepper
..\Fruits_Vegetables\train\cabbage\Image_65.jpg,cabbage
..\Fruits_Vegetables\train\kiwi\Image_99.jpg,kiwi
..\Fruits_Vegetables\train\sweetcorn\Image_88.jpg,sweetcorn
..\Fruits_Vegetables\train\sweetcorn\Image_17.jpg,sweetcorn
..\Fruits_Vegetables\train\pomegranate\Image_44.jpg,pomegranate
..\Fruits_Vegetables\train\lemon\Image_75.jpg,lemon
..\Fruits_Vegetables\train\cabbage\Image_20.jpg,cabbage
..\Fruits_Vegetables\train\beetroot\Image_76.jpg,beetroot
..\Fruits_Vegetables\train\garlic\Image_26.jpg,garlic
..\Fruits_Vegetables\train\potato\Image_60.jpg,potato
..\Fruits_Vegetables\train\tomato\Image_15.jpg,tomato
..\Fruits_Vegetables\train\cauliflower\Image_88.jpg,cauliflower
..\Fruits_Vegetables\train\corn\Image_98.jpg,corn
..\Fruits_Vegetables\train\pomegranate\Image_13.jpg,pomegranate
..\Fruits_Vegetables\train\beetroot\Image_47.jpg,beetroot
..\Fruits_Vegetables\train\watermelon\Image_26.jpg,watermelon
..\Fruits_Vegetables\train\sweetpotato\Image_18.jpg,sweetpotato
..\Fruits_Vegetables\train\spinach\Image_15.jpg,spinach
..\Fruits_Vegetables\train\mango\Image_68.jpg,mango
..\Fruits_Vegetables\train\beetroot\Image_30.jpg,beetroot
..\Fruits_Vegetables\train\cauliflower\Image_8.jpg,cauliflower
..\Fruits_Vegetables\train\grapes\Image_2.jpg,grapes
..\Fruits_Vegetables\train\mango\Image_43.jpg,mango
..\Fruits_Vegetables\train\corn\Image_27.jpg,corn
..\Fruits_Vegetables\train\cucumber\Image_2.jpg,cucumber
..\Fruits_Vegetables\train\raddish\Image_30.JPG,raddish
..\Fruits_Vegetables\train\pear\Image_81.jpg,pear
..\Fruits_Vegetables\train\cabbage\Image_49.JPG,cabbage
..\Fruits_Vegetables\train\beetroot\Image_99.jpg,beetroot
..\Fruits_Vegetables\train\spinach\Image_83.jpg,spinach
..\Fruits_Vegetables\train\onion\Image_61.jpg,onion
..\Fruits_Vegetables\train\cucumber\Image_57.jpg,cucumber
..\Fruits_Vegetables\train\ginger\Image_41.jpg,ginger
..\Fruits_Vegetables\train\jalepeno\Image_17.jpg,jalepeno
..\Fruits_Vegetables\train\cucumber\Image_96.jpg,cucumber
..\Fruits_Vegetables\train\raddish\Image_6.jpg,raddish
..\Fruits_Vegetables\train\carrot\Image_91.jpg,carrot
..\Fruits_Vegetables\train\spinach\Image_79.jpg,spinach
..\Fruits_Vegetables\train\soy beans\Image_70.jpg,soy beans
..\Fruits_Vegetables\train\beetroot\Image_42.jpg,beetroot
..\Fruits_Vegetables\train\peas\Image_53.jpg,peas
..\Fruits_Vegetables\train\kiwi\Image_34.jpg,kiwi
..\Fruits_Vegetables\train\mango\Image_13.jpg,mango
..\Fruits_Vegetables\train\chilli pepper\Image_57.jpg,chilli pepper
..\Fruits_Vegetables\train\lettuce\Image_24.jpg,lettuce
..\Fruits_Vegetables\train\potato\Image_3.jpg,potato
..\Fruits_Vegetables\train\jalepeno\Image_58.jpg,jalepeno
..\Fruits_Vegetables\train\potato\Image_51.jpg,potato
..\Fruits_Vegetables\train\soy beans\Image_9.jpg,soy beans
..\Fruits_Vegetables\train\kiwi\Image_8.jpg,kiwi
..\Fruits_Vegetables\train\beetroot\Image_27.jpg,beetroot
..\Fruits_Vegetables\train\cabbage\Image_25.jpg,cabbage
..\Fruits_Vegetables\train\pear\Image_2.jpg,pear
..\Fruits_Vegetables\train\eggplant\Image_22.jpg,eggplant
..\Fruits_Vegetables\train\jalepeno\Image_84.jpg,jalepeno
..\Fruits_Vegetables\train\jalepeno\Image_89.jpg,jalepeno
..\Fruits_Vegetables\train\ginger\Image_61.jpg,ginger
..\Fruits_Vegetables\train\soy beans\Image_20.jpg,soy beans
..\Fruits_Vegetables\train\carrot\Image_52.jpg,carrot
..\Fruits_Vegetables\train\garlic\Image_84.jpg,garlic
..\Fruits_Vegetables\train\pomegranate\Image_41.jpg,pomegranate
..\Fruits_Vegetables\train\sweetcorn\Image_44.jpg,sweetcorn
..\Fruits_Vegetables\train\garlic\Image_16.jpg,garlic
..\Fruits_Vegetables\train\peas\Image_80.jpg,peas
..\Fruits_Vegetables\train\peas\Image_4.jpg,peas
..\Fruits_Vegetables\train\ginger\Image_14.jpg,ginger
..\Fruits_Vegetables\train\sweetpotato\Image_32.jpg,sweetpotato
..\Fruits_Vegetables\train\garlic\Image_50.jpg,garlic
..\Fruits_Vegetables\train\sweetpotato\Image_36.jpg,sweetpotato
..\Fruits_Vegetables\train\onion\Image_90.jpg,onion
..\Fruits_Vegetables\train\spinach\Image_43.jpg,spinach
..\Fruits_Vegetables\train\banana\Image_57.jpg,banana
..\Fruits_Vegetables\train\cauliflower\Image_1.jpg,cauliflower
..\Fruits_Vegetables\train\sweetpotato\Image_64.jpg,sweetpotato
..\Fruits_Vegetables\train\pear\Image_20.JPG,pear
..\Fruits_Vegetables\train\cabbage\Image_75.jpg,cabbage
..\Fruits_Vegetables\train\mango\Image_32.jpg,mango
..\Fruits_Vegetables\train\chilli pepper\Image_55.jpg,chilli pepper
..\Fruits_Vegetables\train\mango\Image_64.jpg,mango
..\Fruits_Vegetables\train\carrot\Image_41.jpg,carrot
..\Fruits_Vegetables\train\tomato\Image_12.jpg,tomato
..\Fruits_Vegetables\train\ginger\Image_4.jpg,ginger
..\Fruits_Vegetables\train\kiwi\Image_10.jpg,kiwi
..\Fruits_Vegetables\train\soy beans\Image_25.jpg,soy beans
..\Fruits_Vegetables\train\lemon\Image_94.jpg,lemon
..\Fruits_Vegetables\train\tomato\Image_90.jpg,tomato
..\Fruits_Vegetables\train\potato\Image_94.jpg,potato
..\Fruits_Vegetables\train\jalepeno\Image_2.jpg,jalepeno
..\Fruits_Vegetables\train\sweetcorn\Image_29.jpg,sweetcorn
..\Fruits_Vegetables\train\apple\Image_68.jpg,apple
..\Fruits_Vegetables\train\watermelon\Image_63.jpg,watermelon
..\Fruits_Vegetables\train\carrot\Image_12.jpg,carrot
..\Fruits_Vegetables\train\garlic\Image_63.jpg,garlic
..\Fruits_Vegetables\train\tomato\Image_74.jpg,tomato
..\Fruits_Vegetables\train\bell pepper\Image_95.jpg,bell pepper
..\Fruits_Vegetables\train\garlic\Image_20.jpg,garlic
..\Fruits_Vegetables\train\potato\Image_97.jpg,potato
..\Fruits_Vegetables\train\soy beans\Image_58.jpg,soy beans
..\Fruits_Vegetables\train\paprika\Image_12.jpg,paprika
..\Fruits_Vegetables\train\kiwi\Image_2.jpg,kiwi
..\Fruits_Vegetables\train\pear\Image_28.jpg,pear
..\Fruits_Vegetables\train\onion\Image_21.jpg,onion
..\Fruits_Vegetables\train\pomegranate\Image_21.jpg,pomegranate
..\Fruits_Vegetables\train\pear\Image_7.jpg,pear
..\Fruits_Vegetables\train\cauliflower\Image_37.jpg,cauliflower
..\Fruits_Vegetables\train\banana\Image_16.jpg,banana
..\Fruits_Vegetables\train\banana\Image_44.jpg,banana
..\Fruits_Vegetables\train\grapes\Image_36.JPG,grapes
..\Fruits_Vegetables\train\beetroot\Image_90.jpg,beetroot
..\Fruits_Vegetables\train\beetroot\Image_17.jpg,beetroot
..\Fruits_Vegetables\train\grapes\Image_48.jpg,grapes
..\Fruits_Vegetables\train\sweetcorn\Image_96.jpg,sweetcorn
..\Fruits_Vegetables\train\mango\Image_8.jpg,mango
..\Fruits_Vegetables\train\watermelon\Image_65.jpg,watermelon
..\Fruits_Vegetables\train\sweetpotato\Image_98.jpg,sweetpotato
..\Fruits_Vegetables\train\kiwi\Image_55.jpg,kiwi
..\Fruits_Vegetables\train\sweetpotato\Image_73.jpg,sweetpotato
..\Fruits_Vegetables\train\lettuce\Image_38.jpg,lettuce
..\Fruits_Vegetables\train\tomato\Image_60.jpg,tomato
..\Fruits_Vegetables\train\carrot\Image_49.jpg,carrot
..\Fruits_Vegetables\train\sweetpotato\Image_80.jpg,sweetpotato
..\Fruits_Vegetables\train\banana\Image_95.jpg,banana
..\Fruits_Vegetables\train\eggplant\Image_97.jpg,eggplant
..\Fruits_Vegetables\train\pear\Image_22.jpg,pear
..\Fruits_Vegetables\train\pear\Image_8.jpg,pear
..\Fruits_Vegetables\train\kiwi\Image_43.jpg,kiwi
..\Fruits_Vegetables\train\beetroot\Image_24.jpg,beetroot
..\Fruits_Vegetables\train\bell pepper\Image_53.jpg,bell pepper
..\Fruits_Vegetables\train\soy beans\Image_57.jpg,soy beans
..\Fruits_Vegetables\train\eggplant\Image_84.jpg,eggplant
..\Fruits_Vegetables\train\pineapple\Image_83.jpg,pineapple
..\Fruits_Vegetables\train\ginger\Image_9.jpg,ginger
..\Fruits_Vegetables\train\orange\Image_40.jpg,orange
..\Fruits_Vegetables\train\paprika\Image_51.jpg,paprika
..\Fruits_Vegetables\train\soy beans\Image_49.jpg,soy beans
..\Fruits_Vegetables\train\chilli pepper\Image_81.jpg,chilli pepper
..\Fruits_Vegetables\train\carrot\Image_36.jpg,carrot
..\Fruits_Vegetables\train\soy beans\Image_15.jpg,soy beans
..\Fruits_Vegetables\train\lettuce\Image_28.JPG,lettuce
